,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
524,34,0,1,1442.0,864,9,3,414,1,717.0,4,539,46.0,2,3,116,2,423,8621.0,17654,1,1320,939,14,3,2,80,0,9,3,4,8,7,7,7
525,24,1,1,693.0,399,3,2,543,1,720.0,1,539,65.0,3,2,287,3,423,4577.0,24785,9,1320,939,14,3,1,80,0,4,3,3,2,2,2,0
526,39,0,1,408.0,864,2,4,118,1,721.0,4,539,80.0,2,2,116,3,423,4553.0,20978,1,1320,939,11,3,1,80,0,20,4,3,20,7,11,10
527,32,0,1,929.0,399,10,3,147,1,722.0,4,781,55.0,3,2,287,4,423,5396.0,21703,1,1320,939,12,3,4,80,0,10,2,2,10,7,0,8
529,38,0,1,827.0,864,1,4,543,1,724.0,2,539,33.0,4,2,116,4,423,7625.0,19383,0,1320,939,13,3,3,80,0,10,4,2,9,7,1,8
530,27,0,1,608.0,864,1,2,543,1,725.0,3,539,68.0,3,3,132,1,614,7412.0,6009,1,1320,939,11,3,4,80,0,9,3,3,9,7,0,7
531,32,0,1,1018.0,864,3,2,543,1,727.0,3,539,39.0,3,3,74,4,423,11159.0,19373,3,1320,939,15,3,4,80,0,10,6,3,7,7,7,7
532,47,0,1,703.0,399,14,4,147,1,728.0,4,781,42.0,3,2,287,1,423,4960.0,11825,2,1320,939,12,3,4,80,0,20,2,3,7,7,1,7
534,53,0,1,970.0,864,7,3,543,1,730.0,3,781,59.0,4,4,74,3,614,14814.0,13514,3,1320,939,19,3,3,80,0,32,3,3,5,1,1,3
535,41,0,1,427.0,57,10,4,23,1,731.0,2,781,73.0,2,5,90,4,283,18034.8125,8861,3,1320,939,15,3,2,80,3,23,2,2,21,6,12,6
536,60,0,1,1179.0,399,16,4,147,1,732.0,1,781,84.0,3,2,287,1,423,5405.0,11924,8,1320,939,14,3,4,80,0,10,1,3,2,2,2,2
538,41,0,1,314.0,57,1,3,23,1,734.0,4,781,59.0,2,5,90,3,614,18034.8125,19562,1,1320,939,12,3,2,80,1,22,3,3,22,7,2,10
539,50,0,1,316.0,399,8,4,147,1,738.0,4,781,54.0,3,1,78,2,614,3875.0,9983,7,1320,939,15,3,4,80,1,4,2,3,2,2,2,2
540,28,1,1,654.0,864,1,2,543,1,741.0,1,539,67.0,1,1,264,2,423,2216.0,3872,7,1320,381,13,3,4,80,0,10,4,3,7,7,3,7
542,38,0,1,168.0,864,1,3,543,1,743.0,3,539,81.0,3,3,132,3,423,7861.0,15397,4,1320,381,14,3,4,80,0,10,4,4,1,0,0,0
545,30,0,1,501.0,399,27,5,147,1,747.0,3,781,99.0,3,2,287,4,283,5304.0,25275,7,1320,939,23,4,4,80,1,10,2,2,8,7,7,7
546,29,0,1,1396.0,399,10,3,543,1,749.0,3,781,99.0,3,1,78,3,423,2642.0,2755,1,1320,939,11,3,3,80,0,1,6,3,1,0,0,0
549,34,0,1,970.0,864,8,2,414,1,757.0,2,539,96.0,3,2,116,3,423,6142.0,7360,3,1320,939,11,3,4,80,0,10,2,3,5,1,4,3
550,23,0,1,650.0,864,9,1,414,1,758.0,2,781,37.0,3,1,231,1,614,2500.0,4344,1,1320,939,14,3,4,80,1,5,2,4,4,3,0,2
551,39,0,1,141.0,57,3,3,23,1,760.0,3,539,44.0,4,2,48,2,614,6389.0,18767,9,1320,939,15,3,3,80,1,12,3,1,8,3,3,6
552,56,0,1,832.0,864,9,3,414,1,762.0,3,781,81.0,3,4,116,4,614,11103.0,20420,7,1320,939,11,3,3,80,0,30,1,2,10,7,1,1
553,40,0,1,804.0,864,2,1,414,1,763.0,4,539,86.0,2,1,264,4,423,2342.0,22929,0,1320,381,20,4,4,80,0,5,2,2,4,2,2,3
554,27,0,1,975.0,864,7,3,414,1,764.0,4,539,55.0,2,2,116,1,423,6811.0,23398,8,1320,939,19,3,1,80,0,9,2,1,7,6,0,7
555,29,0,1,1090.0,399,10,3,147,1,766.0,4,781,83.0,3,1,78,2,283,2297.0,17967,1,1320,939,14,3,4,80,2,2,2,3,2,2,2,2
556,53,0,1,346.0,864,6,3,543,1,769.0,4,781,86.0,3,2,231,4,423,2450.0,10919,2,1320,939,17,3,4,80,0,19,4,3,2,2,2,2
559,38,0,1,268.0,864,2,5,414,1,773.0,4,781,92.0,3,1,264,3,614,3057.0,20471,6,1320,381,13,3,2,80,1,6,0,1,1,0,0,1
560,34,0,1,167.0,864,8,5,543,1,775.0,2,539,32.0,3,2,132,1,283,5121.0,4187,3,1320,939,14,3,3,80,1,7,3,3,0,0,0,0
561,52,0,1,621.0,399,3,4,147,1,776.0,3,781,31.0,2,4,90,1,614,16856.0,10084,1,1320,939,11,3,1,80,0,34,3,4,34,6,1,16
562,33,1,1,527.0,864,1,4,75,1,780.0,4,781,63.0,3,1,264,4,423,2686.0,5207,1,1320,381,13,3,3,80,0,10,2,2,10,9,7,8
563,25,0,1,883.0,399,26,1,414,1,781.0,3,539,32.0,3,2,287,4,423,6180.0,22807,1,1320,939,23,4,2,80,0,6,5,2,6,5,1,4
564,45,0,1,954.0,399,2,2,118,1,783.0,2,781,46.0,1,2,78,3,423,6632.0,12388,0,1320,939,13,3,1,80,0,9,3,3,8,7,3,1
565,23,0,1,310.0,864,10,1,414,1,784.0,1,781,79.0,4,1,264,3,423,3505.0,19630,1,1320,939,18,3,4,80,0,2,3,3,2,2,0,2
567,34,0,1,304.0,399,2,3,75,1,786.0,4,781,60.0,3,2,287,4,423,6274.0,18686,1,1320,939,22,4,3,80,0,6,5,3,6,5,1,4
568,55,1,1,725.0,864,2,3,414,1,787.0,4,781,78.0,3,5,90,1,614,18034.8125,21199,5,1320,381,13,3,4,80,1,24,2,3,5,2,1,4
572,29,0,1,657.0,864,27,3,414,1,793.0,2,539,66.0,3,2,116,3,614,4335.0,25549,4,1320,939,12,3,1,80,1,11,3,2,8,7,1,1
573,26,1,1,1146.0,399,8,3,118,1,796.0,4,781,38.0,2,2,287,1,423,5326.0,3064,6,1320,939,17,3,3,80,0,6,2,2,4,3,1,2
574,34,0,1,182.0,864,1,4,543,1,797.0,2,539,72.0,4,1,264,4,423,3280.0,13551,2,1320,939,16,3,3,80,0,10,2,3,4,2,1,3
575,54,0,1,376.0,864,19,4,414,1,799.0,4,539,95.0,3,2,132,1,283,5485.0,22670,9,1320,381,11,3,2,80,2,9,4,3,5,3,1,4
577,37,0,1,571.0,864,10,1,543,1,802.0,4,539,82.0,3,1,264,1,283,2782.0,19905,0,1320,381,13,3,2,80,2,6,3,2,5,3,4,3
579,34,0,1,121.0,864,2,4,414,1,804.0,3,539,86.0,2,1,264,1,423,4381.0,7530,1,1320,939,11,3,3,80,0,6,3,3,6,5,1,3
580,35,0,1,384.0,399,8,4,543,1,805.0,1,539,72.0,3,1,78,4,614,2572.0,20317,1,1320,939,16,3,2,80,1,3,1,2,3,2,0,2
581,30,0,1,921.0,864,1,3,543,1,806.0,4,781,38.0,1,1,231,3,614,3833.0,24375,3,1320,939,21,4,3,80,2,7,2,3,2,2,0,2
583,34,0,1,1111.0,399,8,2,543,1,808.0,3,539,93.0,3,2,287,1,614,6500.0,13305,5,1320,939,17,3,2,80,1,6,1,3,3,2,1,2
585,23,1,1,1243.0,864,6,3,543,1,811.0,3,781,63.0,4,1,231,1,614,1601.0,3445,1,1320,381,21,4,3,80,2,1,2,3,0,0,0,0
587,52,0,1,1325.0,864,11,4,543,1,813.0,4,539,82.0,3,2,231,3,614,3149.0,21821,8,1320,939,20,4,2,80,1,9,3,3,5,2,1,4
588,50,0,1,691.0,864,2,3,414,1,815.0,3,781,64.0,3,4,74,3,614,17639.0,6881,5,1320,939,16,3,4,80,0,30,3,3,4,3,0,3
589,29,1,1,805.0,864,1,2,543,1,816.0,2,539,36.0,2,1,231,1,614,2319.0,6689,1,1320,381,11,3,4,80,1,1,1,3,1,0,0,0
590,33,0,1,213.0,864,7,3,414,1,817.0,3,781,49.0,3,3,74,3,614,11691.0,25995,0,1320,939,11,3,4,80,0,14,3,4,13,9,3,7
591,33,1,1,118.0,399,16,3,147,1,819.0,1,539,69.0,3,2,287,1,423,5324.0,26507,5,1320,939,15,3,3,80,0,6,3,3,3,2,0,2
592,47,0,1,202.0,864,2,2,75,1,820.0,3,539,33.0,3,4,90,4,614,16752.0,12982,1,1320,381,11,3,3,80,1,26,3,2,26,14,3,0
593,36,0,1,676.0,864,1,3,75,1,823.0,3,539,35.0,3,2,132,2,614,5228.0,23361,0,1320,939,15,3,1,80,1,10,2,3,9,7,0,5
594,29,0,1,1252.0,864,23,2,543,1,824.0,3,781,81.0,4,1,264,3,614,2700.0,23779,1,1320,939,24,4,3,80,1,10,3,3,10,7,0,7
595,58,1,1,286.0,864,2,4,543,1,825.0,4,781,31.0,3,5,74,2,423,18034.8125,25761,7,1320,381,12,3,4,80,0,40,2,3,31,15,13,8
596,35,0,1,1258.0,864,1,4,543,1,826.0,4,539,40.0,4,1,264,3,423,2506.0,13301,3,1320,939,13,3,3,80,0,7,0,3,2,2,2,2
597,42,0,1,932.0,864,1,2,543,1,827.0,4,539,43.0,2,2,132,4,614,6062.0,4051,9,1320,381,13,3,4,80,1,8,4,3,4,3,0,2
598,28,1,1,890.0,864,2,4,414,1,828.0,3,781,46.0,3,1,264,3,423,4382.0,16374,6,1320,939,17,3,4,80,0,5,3,2,2,2,2,1
599,36,0,1,1041.0,57,13,3,23,1,829.0,3,781,36.0,3,1,48,2,614,2143.0,25527,4,1320,939,13,3,2,80,1,8,2,3,5,2,0,4
600,32,0,1,859.0,864,4,3,543,1,830.0,3,539,98.0,2,2,132,3,614,6162.0,19124,1,1320,939,12,3,3,80,1,14,3,3,14,13,6,8
602,30,0,1,946.0,864,2,3,414,1,833.0,3,539,52.0,2,2,132,4,423,6877.0,20234,5,1320,381,24,4,2,80,0,12,4,2,0,0,0,0
603,45,0,1,252.0,864,2,3,543,1,834.0,2,539,95.0,2,1,264,3,423,2274.0,6153,1,1320,939,14,3,4,80,0,1,3,3,1,0,0,0
604,42,0,1,933.0,864,29,3,543,1,836.0,2,781,98.0,3,2,132,2,614,4434.0,11806,1,1320,939,13,3,4,80,1,10,3,2,9,8,7,8
607,49,1,1,1184.0,399,11,3,147,1,840.0,3,539,43.0,3,3,287,4,614,7654.0,5860,1,1320,939,18,3,1,80,2,9,3,4,9,8,7,7
608,55,1,1,436.0,399,2,1,414,1,842.0,3,781,37.0,3,2,287,4,423,5160.0,21519,4,1320,939,16,3,3,80,0,12,3,2,9,7,7,3
609,43,0,1,589.0,864,14,2,543,1,843.0,2,781,94.0,3,4,74,1,614,17159.0,5200,6,1320,939,24,4,3,80,1,22,3,3,4,1,1,0
610,27,0,1,269.0,864,5,1,118,1,844.0,3,781,42.0,2,3,74,4,283,12808.0,8842,1,1320,381,16,3,2,80,1,9,3,3,9,8,0,8
611,35,0,1,950.0,864,7,3,75,1,845.0,3,781,59.0,3,3,132,3,423,10221.0,18869,3,1320,939,21,4,2,80,0,17,3,4,8,5,1,6
612,28,0,1,760.0,399,2,4,147,1,846.0,2,539,81.0,3,2,287,2,614,4779.0,3698,1,1320,381,20,4,1,80,0,8,2,3,8,7,7,5
613,34,0,1,829.0,57,3,2,23,1,847.0,3,781,88.0,3,1,48,4,614,3737.0,2243,0,1320,939,19,3,3,80,1,4,1,1,3,2,0,2
616,51,0,1,1318.0,399,26,4,147,1,851.0,1,539,66.0,3,4,90,3,614,16307.0,5594,2,1320,939,14,3,3,80,1,29,2,2,20,6,4,17
617,44,0,1,625.0,864,4,3,414,1,852.0,4,781,50.0,3,2,116,2,423,5933.0,5197,9,1320,939,12,3,4,80,0,10,2,2,5,2,2,3
618,25,0,1,180.0,864,2,1,414,1,854.0,1,781,65.0,4,1,264,1,423,3424.0,21632,7,1320,939,13,3,3,80,0,6,3,2,4,3,0,1
619,33,0,1,586.0,399,1,3,414,1,855.0,1,781,48.0,4,2,287,1,283,4037.0,21816,1,1320,939,22,4,1,80,1,9,5,3,9,8,0,8
620,35,0,1,1343.0,864,27,1,414,1,856.0,3,539,53.0,2,1,264,1,423,2559.0,17852,1,1320,939,11,3,4,80,0,6,3,2,6,5,1,1
621,36,0,1,928.0,399,1,2,543,1,857.0,2,781,56.0,3,2,287,4,614,6201.0,2823,1,1320,381,14,3,4,80,1,18,1,2,18,14,4,11
622,32,0,1,117.0,399,13,4,543,1,859.0,2,781,73.0,3,2,287,4,283,4403.0,9250,2,1320,939,11,3,3,80,1,8,3,2,5,2,0,3
624,53,0,1,661.0,399,7,2,147,1,862.0,1,539,78.0,2,3,287,4,614,10934.0,20715,7,1320,381,18,3,4,80,1,35,3,3,5,2,0,4
625,45,0,1,930.0,399,9,3,147,1,864.0,4,781,74.0,3,3,287,1,283,10761.0,19239,4,1320,381,12,3,3,80,1,18,2,3,5,4,0,2
626,32,0,1,638.0,864,8,2,414,1,865.0,3,539,91.0,4,2,264,3,614,5175.0,22162,5,1320,939,12,3,3,80,1,9,3,2,5,3,1,3
628,37,0,1,342.0,399,16,4,147,1,868.0,4,781,66.0,2,2,287,3,283,6334.0,24558,4,1320,939,19,3,4,80,2,9,2,3,1,0,0,0
629,28,0,1,1169.0,57,8,2,414,1,869.0,2,781,63.0,2,1,48,4,283,4936.0,23965,1,1320,939,13,3,4,80,1,6,6,3,5,1,0,4
630,22,0,1,1230.0,864,1,2,543,1,872.0,4,781,33.0,2,2,132,4,614,4775.0,19146,6,1320,939,22,4,1,80,2,4,2,1,2,2,2,2
631,44,0,1,986.0,864,8,4,543,1,874.0,1,781,62.0,4,1,231,4,614,2818.0,5044,2,1320,381,24,4,3,80,1,10,2,2,3,2,0,2
633,36,0,1,1278.0,57,8,3,543,1,878.0,1,781,77.0,2,1,48,1,614,2342.0,8635,0,1320,939,21,4,3,80,0,6,3,3,5,4,0,3
634,25,0,1,141.0,399,3,1,75,1,879.0,3,781,98.0,3,2,287,1,614,4194.0,14363,1,1320,381,18,3,4,80,0,5,3,3,5,3,0,3
635,35,0,1,607.0,864,9,3,543,1,880.0,4,539,66.0,2,3,132,3,614,10685.0,23457,1,1320,381,20,4,2,80,1,17,2,3,17,14,5,15
638,25,0,1,583.0,399,4,1,147,1,885.0,3,781,87.0,2,2,287,1,614,4256.0,18154,1,1320,939,12,3,1,80,0,5,1,4,5,2,0,3
639,49,0,1,1418.0,864,1,3,118,1,887.0,3,539,36.0,3,1,264,1,614,3580.0,10554,2,1320,939,16,3,2,80,1,7,2,3,4,2,0,2
642,38,0,1,395.0,399,9,3,147,1,893.0,2,781,98.0,2,1,78,2,614,2899.0,12102,0,1320,939,19,3,4,80,1,3,3,3,2,2,1,2
643,42,0,1,1265.0,864,3,3,543,1,894.0,3,539,95.0,4,2,231,4,614,5231.0,23726,2,1320,381,13,3,2,80,1,17,1,2,5,3,1,3
644,31,0,1,1222.0,864,11,4,543,1,895.0,4,781,48.0,3,1,264,4,614,2356.0,14871,3,1320,381,19,3,2,80,1,8,2,3,6,4,0,2
645,29,1,1,341.0,399,1,3,414,1,896.0,2,539,48.0,2,1,78,3,283,2800.0,23522,6,1320,381,19,3,3,80,3,5,3,3,3,2,0,2
646,53,0,1,868.0,399,8,3,147,1,897.0,1,781,73.0,3,4,287,4,614,11836.0,22789,5,1320,939,14,3,3,80,1,28,3,3,2,0,2,2
647,35,0,1,672.0,864,25,3,118,1,899.0,4,781,78.0,2,3,132,2,614,10903.0,9129,3,1320,939,16,3,1,80,0,16,2,3,13,10,4,8
649,53,0,1,102.0,864,23,4,543,1,901.0,4,539,72.0,3,4,74,4,423,14275.0,20206,6,1320,939,18,3,3,80,0,33,0,3,12,9,3,8
651,47,0,1,249.0,399,2,2,147,1,903.0,3,539,35.0,3,2,287,4,614,4537.0,17783,0,1320,381,22,4,1,80,1,8,2,3,7,6,7,7
654,39,0,1,1383.0,57,2,3,543,1,909.0,4,539,42.0,2,2,48,4,614,5204.0,7790,8,1320,939,11,3,3,80,2,13,2,3,5,4,0,4
655,33,0,1,1075.0,57,3,2,23,1,910.0,4,781,57.0,3,1,48,2,283,2277.0,22650,3,1320,381,11,3,3,80,1,7,4,4,4,3,0,3
656,32,1,1,374.0,864,25,4,543,1,911.0,1,781,87.0,3,1,231,4,423,2795.0,18016,1,1320,381,24,4,3,80,0,1,2,1,1,0,0,1
657,29,0,1,1086.0,864,7,1,414,1,912.0,1,539,62.0,2,1,231,4,283,2532.0,6054,6,1320,939,14,3,3,80,3,8,5,3,4,3,0,3
658,44,0,1,661.0,864,9,2,543,1,913.0,2,781,61.0,3,1,264,1,614,2559.0,7508,1,1320,381,13,3,4,80,0,8,0,3,8,7,7,1
659,28,0,1,821.0,399,5,4,414,1,916.0,1,781,98.0,3,2,287,4,423,4908.0,24252,1,1320,939,14,3,2,80,0,4,3,3,4,2,0,2
661,43,0,1,177.0,864,8,3,543,1,920.0,1,539,55.0,3,2,132,2,283,4765.0,23814,4,1320,939,21,4,3,80,1,4,2,4,1,0,0,0
662,20,1,1,500.0,399,2,3,414,1,922.0,3,539,49.0,2,1,78,3,423,2044.0,22052,1,1320,939,13,3,4,80,0,2,3,2,2,2,0,2
663,21,1,1,1427.0,864,18,1,75,1,923.0,4,539,65.0,3,1,264,4,423,2693.0,8870,1,1320,939,19,3,1,80,0,1,3,2,1,0,0,0
664,36,0,1,1425.0,864,14,1,543,1,924.0,3,781,68.0,3,2,116,4,614,6586.0,4821,0,1320,381,17,3,1,80,1,17,2,2,16,8,4,11
665,47,0,1,1454.0,399,2,4,543,1,925.0,4,539,65.0,2,1,78,4,423,3294.0,13137,1,1320,381,18,3,1,80,0,3,3,2,3,2,1,2
666,22,1,1,617.0,864,3,1,543,1,926.0,2,539,34.0,3,2,132,3,614,4171.0,10022,0,1320,381,19,3,1,80,1,4,3,4,3,2,0,2
667,41,1,1,1085.0,864,2,4,543,1,927.0,2,539,57.0,1,1,231,4,283,2778.0,17725,4,1320,381,13,3,3,80,1,10,1,2,7,7,1,0
668,28,0,1,995.0,864,9,3,414,1,930.0,3,539,77.0,3,1,264,3,283,2377.0,9834,5,1320,939,18,3,2,80,1,6,2,3,2,2,2,2
669,39,1,1,1122.0,864,6,3,414,1,932.0,4,781,70.0,3,1,231,1,614,2404.0,4303,7,1320,381,21,4,4,80,0,8,2,1,2,2,2,2
670,27,0,1,618.0,864,4,3,543,1,933.0,2,539,76.0,3,1,264,3,423,2318.0,17808,1,1320,939,19,3,3,80,0,1,2,3,1,1,0,0
671,34,0,1,546.0,864,10,3,543,1,934.0,2,781,83.0,3,1,231,2,283,2008.0,6896,1,1320,939,14,3,2,80,2,1,3,3,1,0,1,0
672,42,0,1,462.0,399,14,2,414,1,936.0,3,539,68.0,2,2,287,3,423,6244.0,7824,7,1320,939,17,3,1,80,0,10,6,3,5,4,0,3
673,33,0,1,1198.0,864,1,4,75,1,939.0,3,781,100.0,2,1,264,1,423,2799.0,3339,3,1320,381,11,3,2,80,0,6,1,3,3,2,0,2
674,58,0,1,1272.0,864,5,3,118,1,940.0,3,539,37.0,2,3,116,2,283,10552.0,9255,2,1320,381,13,3,4,80,1,24,3,3,6,0,0,4
675,31,0,1,154.0,399,7,4,543,1,941.0,2,781,41.0,2,1,78,3,614,2329.0,11737,3,1320,939,15,3,2,80,0,13,2,4,7,7,5,2
676,35,0,1,1137.0,864,21,1,543,1,942.0,4,539,51.0,3,2,116,4,614,4014.0,19170,1,1320,381,25,4,4,80,1,10,2,1,10,6,0,7
677,49,0,1,527.0,864,8,2,75,1,944.0,1,539,51.0,3,3,231,2,614,7403.0,22477,4,1320,939,11,3,3,80,1,29,3,2,26,9,1,7
678,48,0,1,1469.0,864,20,4,414,1,945.0,4,781,51.0,3,1,264,3,614,2259.0,5543,4,1320,939,17,3,1,80,2,13,2,2,0,0,0,0
680,36,0,1,188.0,864,7,4,75,1,949.0,2,781,65.0,3,1,264,4,423,4678.0,23293,2,1320,939,18,3,3,80,0,8,6,3,6,2,0,1
681,38,0,1,1333.0,864,1,3,118,1,950.0,4,539,80.0,3,3,74,1,614,13582.0,16292,1,1320,939,13,3,2,80,1,15,3,3,15,12,5,11
683,25,1,1,867.0,399,19,2,147,1,952.0,3,781,36.0,2,1,78,2,614,2413.0,18798,1,1320,381,18,3,3,80,3,1,2,3,1,0,0,0
684,40,0,1,658.0,399,10,4,147,1,954.0,1,781,67.0,2,3,287,2,283,9705.0,20652,2,1320,939,12,3,2,80,1,11,2,2,1,0,0,0
686,41,0,1,263.0,864,6,3,414,1,957.0,4,781,59.0,3,1,231,1,423,4721.0,3119,2,1320,381,13,3,3,80,0,20,3,3,18,13,2,17
687,36,0,1,938.0,864,2,4,414,1,958.0,3,781,79.0,3,1,231,3,423,2519.0,12287,4,1320,939,21,4,3,80,0,16,6,3,11,8,3,9
688,19,1,1,419.0,399,21,3,75,1,959.0,4,781,37.0,2,1,78,2,423,2121.0,9947,1,1320,381,13,3,2,80,0,1,3,4,1,0,0,0
689,20,1,1,129.0,864,4,3,118,1,960.0,1,781,84.0,3,1,231,1,423,2973.0,13008,1,1320,939,19,3,2,80,0,1,2,3,1,0,0,0
690,31,0,1,616.0,864,12,3,414,1,961.0,4,539,41.0,3,2,116,4,614,5855.0,17369,0,1320,381,11,3,3,80,2,10,2,1,9,7,8,5
692,32,0,1,498.0,864,3,4,414,1,966.0,3,539,93.0,3,2,132,1,614,6725.0,13554,1,1320,939,12,3,3,80,1,8,2,4,8,7,6,3
693,36,1,1,530.0,399,3,1,543,1,967.0,3,781,51.0,2,3,287,4,614,10325.0,5518,1,1320,381,11,3,1,80,1,16,6,3,16,7,3,7
694,33,0,1,1069.0,864,1,3,543,1,969.0,2,539,42.0,2,2,116,4,423,6949.0,12291,0,1320,939,14,3,1,80,0,6,3,3,5,0,1,4
695,37,1,1,625.0,399,1,4,543,1,970.0,1,781,46.0,2,3,287,3,614,10609.0,14922,5,1320,939,11,3,3,80,0,17,2,1,14,1,11,7
698,35,0,1,1219.0,399,18,3,414,1,975.0,3,539,86.0,3,2,287,3,614,4601.0,6179,1,1320,939,16,3,2,80,0,5,3,3,5,2,1,0
699,52,0,1,1053.0,864,1,2,543,1,976.0,4,781,70.0,3,4,90,4,614,17099.0,13829,2,1320,939,15,3,2,80,1,26,2,2,9,8,7,8
700,58,1,1,289.0,864,2,3,118,1,977.0,4,781,51.0,3,1,264,3,423,2479.0,26227,4,1320,939,24,4,1,80,0,7,4,3,1,0,0,0
701,53,0,1,1376.0,399,2,2,414,1,981.0,3,781,45.0,3,4,90,3,283,14852.0,13938,6,1320,939,13,3,3,80,1,22,3,4,17,13,15,2
702,30,0,1,231.0,399,8,2,75,1,982.0,3,781,62.0,3,3,287,3,283,7264.0,9977,5,1320,939,11,3,1,80,1,10,2,4,8,4,7,7
704,35,0,1,882.0,399,3,4,543,1,984.0,4,781,92.0,3,3,287,4,283,7823.0,6812,6,1320,939,13,3,2,80,1,12,2,3,10,9,0,8
705,39,0,1,903.0,399,2,5,543,1,985.0,1,781,41.0,4,3,287,3,423,7880.0,2560,0,1320,939,18,3,4,80,0,9,3,3,8,7,0,7
711,29,1,1,906.0,864,10,3,543,1,994.0,4,539,92.0,2,1,264,1,423,2404.0,11479,6,1320,381,20,4,3,80,0,3,5,3,0,0,0,0
712,33,0,1,461.0,864,13,1,543,1,995.0,2,539,53.0,3,1,264,4,423,3452.0,17241,3,1320,939,18,3,1,80,0,5,4,3,3,2,0,2
713,45,0,1,974.0,864,1,4,414,1,996.0,4,539,91.0,3,1,231,4,283,2270.0,11005,3,1320,939,14,3,4,80,2,8,2,3,5,3,0,2
714,50,0,1,1126.0,864,1,2,414,1,997.0,4,781,66.0,3,4,74,4,283,17399.0,6615,9,1320,939,22,4,3,80,1,32,1,2,5,4,1,3
717,27,0,1,1134.0,864,16,4,118,1,1001.0,3,539,37.0,3,1,231,2,614,2811.0,12086,9,1320,939,14,3,2,80,1,4,2,3,2,2,2,2
719,47,0,1,955.0,399,4,2,543,1,1003.0,4,539,83.0,3,2,287,4,423,4163.0,8571,1,1320,381,17,3,3,80,0,9,0,3,9,0,0,7
720,30,1,1,138.0,864,22,3,543,1,1004.0,1,539,48.0,3,1,264,3,614,2132.0,11539,4,1320,381,11,3,2,80,0,7,2,3,5,2,0,1
721,50,0,1,939.0,864,24,3,543,1,1005.0,4,781,95.0,3,4,132,3,614,13973.0,4161,3,1320,381,18,3,4,80,1,22,2,3,12,11,1,5
723,46,0,1,566.0,864,7,2,414,1,1007.0,4,781,75.0,3,3,132,3,283,10845.0,24208,6,1320,939,13,3,2,80,1,13,3,3,8,7,0,7
724,24,0,1,1206.0,864,17,1,414,1,1009.0,4,539,41.0,2,2,132,3,283,4377.0,24117,1,1320,939,15,3,2,80,2,5,6,3,4,2,3,2
725,35,1,1,622.0,864,14,4,75,1,1010.0,3,781,39.0,2,1,231,2,283,3743.0,10074,1,1320,381,24,4,4,80,1,5,2,1,4,2,0,2
728,54,0,1,1441.0,864,17,3,118,1,1013.0,3,539,56.0,3,3,132,3,614,10739.0,13943,8,1320,939,11,3,3,80,1,22,2,3,10,7,0,8
729,35,0,1,583.0,864,25,4,414,1,1014.0,3,539,57.0,3,3,116,3,283,10388.0,6975,1,1320,381,11,3,3,80,1,16,3,2,16,10,10,1
730,30,0,1,153.0,864,8,2,543,1,1015.0,2,539,73.0,4,3,74,1,614,11416.0,17802,0,1320,381,12,3,3,80,3,9,4,2,8,7,1,7
731,20,1,1,1097.0,864,11,3,414,1,1016.0,4,539,98.0,2,1,264,1,423,2600.0,18275,1,1320,381,15,3,1,80,0,1,2,3,1,0,0,0
733,26,0,1,1066.0,864,2,2,414,1,1018.0,4,781,32.0,4,2,132,4,614,5472.0,3334,1,1320,939,12,3,2,80,0,8,2,3,8,7,1,3
734,22,0,1,217.0,864,8,1,543,1,1019.0,2,781,94.0,1,1,231,1,614,2451.0,6881,1,1320,939,15,3,1,80,1,4,3,2,4,3,1,1
735,48,0,1,277.0,864,6,3,543,1,1022.0,1,781,97.0,2,2,116,3,423,4240.0,13119,2,1320,939,13,3,4,80,0,19,0,3,2,2,2,2
736,48,0,1,1355.0,864,4,4,543,1,1024.0,3,781,78.0,2,3,116,3,423,10999.0,22245,7,1320,939,14,3,2,80,0,27,3,3,15,11,4,8
737,41,0,1,549.0,864,7,2,414,1,1025.0,4,539,42.0,3,2,132,3,423,5003.0,23371,6,1320,939,14,3,2,80,0,8,6,3,2,2,2,1
738,39,0,1,466.0,864,1,1,543,1,1026.0,4,539,65.0,2,4,132,4,614,12742.0,7060,1,1320,939,16,3,3,80,1,21,3,3,21,6,11,8
739,27,0,1,1055.0,864,2,4,543,1,1027.0,1,539,47.0,3,2,132,4,614,4227.0,4658,0,1320,939,18,3,2,80,1,4,2,3,3,2,2,2
740,35,0,1,802.0,864,10,3,75,1,1028.0,2,781,45.0,3,1,231,4,283,3917.0,9541,1,1320,939,20,4,1,80,1,3,4,2,3,2,1,2
741,42,0,1,265.0,399,5,2,147,1,1029.0,4,781,90.0,3,5,90,3,614,18034.8125,7770,6,1320,939,13,3,2,80,0,21,3,4,1,0,0,0
742,50,0,1,804.0,864,9,3,543,1,1030.0,1,781,64.0,3,1,231,4,614,2380.0,20165,4,1320,939,18,3,2,80,0,8,5,3,1,0,0,0
